group_name,subgroup_name,subsubgroup_name,food_name,kcal,proteins,carbs,carbs_sugar,fats,fats_saturated,fibers,salt,new_name,deleted
produits laitiers et assimilés,crèmes et spécialités à base de crème,-,"Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT",194,2.6,2.9,2.9,18.7,12.7,0.0,0.1,"Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT",False
produits laitiers et assimilés,crèmes et spécialités à base de crème,-,"Crème de lait, 15 à 20% MG, légère, épaisse, rayon frais",166,2.8,3.0,3.0,15.3,10.4,0.0,0.1,"Crème de lait, 15 à 20% MG, légère, épaisse, rayon frais",False
produits laitiers et assimilés,crèmes et spécialités à base de crème,-,"Spécialité à base de crème légère 8% MG, fluide ou épaisse",76,3.2,5.3,4.4,4.3,2.9,0.0,0.1,"Spécialité à base de crème légère 8% MG, fluide ou épaisse",False
produits laitiers et assimilés,crèmes et spécialités à base de crème,-,"Crème de lait, 15 à 20% MG, légère, fluide, rayon frais",150,3.0,4.3,4.2,13.5,9.4,0.0,0.2,"Crème de lait, 15 à 20% MG, légère, fluide, rayon frais",False
eaux et autres boissons,eaux,-,"Eau de source, embouteillée (aliment moyen)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau de source, embouteillée (aliment moyen)",False
eaux et autres boissons,eaux,-,"Eau minérale, embouteillée, faiblement minéralisée (aliment moyen)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale, embouteillée, faiblement minéralisée (aliment moyen)",False
eaux et autres boissons,eaux,-,Eau minérale (aliment moyen),0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eau minérale (aliment moyen),False
eaux et autres boissons,eaux,-,"Eau minérale, plate (aliment moyen)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale, plate (aliment moyen)",False
eaux et autres boissons,eaux,-,"Eau minérale, gazeuse (aliment moyen)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale, gazeuse (aliment moyen)",False
eaux et autres boissons,eaux,-,Eau du robinet,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eau du robinet,False
eaux et autres boissons,eaux,-,Eau embouteillée de source,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eau embouteillée de source,False
eaux et autres boissons,eaux,-,"Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33)",False
eaux et autres boissons,eaux,-,"Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Aix-les-Bains, 73)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Aix-les-Bains, 73)",False
eaux et autres boissons,eaux,-,"Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07)",False
eaux et autres boissons,eaux,-,"Eau minérale Amanda, embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Amanda, embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59)",False
eaux et autres boissons,eaux,-,"Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07)",False
eaux et autres boissons,eaux,-,"Eau minérale Ardesy, embouteillée, gazeuse, fortement minéralisée (Ardes, 63)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,"Eau minérale Ardesy, embouteillée, gazeuse, fortement minéralisée (Ardes, 63)",False
eaux et autres boissons,eaux,-,"Eau minérale Celtic, embouteillée, gazeuse ou non gazeuse, très faiblement minéralisée (Niederbronn, 67)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Celtic, embouteillée, gazeuse ou non gazeuse, très faiblement minéralisée (Niederbronn, 67)",False
eaux et autres boissons,eaux,-,"Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45)",False
eaux et autres boissons,eaux,-,"Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07)",False
eaux et autres boissons,eaux,-,"Eau minérale Chateauneuf, embouteillée, gazeuse, fortement minéralisée (Chateauneuf, 63)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Chateauneuf, embouteillée, gazeuse, fortement minéralisée (Chateauneuf, 63)",False
eaux et autres boissons,eaux,-,"Eau minérale Chateldon, embouteillée, gazeuse, fortement minéralisée (Chateldon, 63)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Chateldon, embouteillée, gazeuse, fortement minéralisée (Chateldon, 63)",False
eaux et autres boissons,eaux,-,"Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)",False
eaux et autres boissons,eaux,-,"Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88)",False
eaux et autres boissons,eaux,-,"Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40)",False
eaux et autres boissons,eaux,-,"Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique)",False
eaux et autres boissons,eaux,-,"Eau minérale Didier, embouteillée non gazeuse, fortement minéralisée (Martinique)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Didier, embouteillée non gazeuse, fortement minéralisée (Martinique)",False
eaux et autres boissons,eaux,-,"Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74)",False
eaux et autres boissons,eaux,-,"Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88)",False
eaux et autres boissons,eaux,-,"Eau minérale Hydroxydase, embouteillée, gazeuse, fortement minéralisée (Le Breuil sur Couze, 63)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,"Eau minérale Hydroxydase, embouteillée, gazeuse, fortement minéralisée (Le Breuil sur Couze, 63)",False
eaux et autres boissons,eaux,-,"Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)",False
eaux et autres boissons,eaux,-,"Eau minérale Luchon, embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Luchon, embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31)",False
eaux et autres boissons,eaux,-,"Eau minérale Mont-Roucous, embouteillée, très faiblement minéralisée (Lacaune, 81)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Mont-Roucous, embouteillée, très faiblement minéralisée (Lacaune, 81)",False
eaux et autres boissons,eaux,-,"Eau de source Ogeu, embouteillée, faiblement minéralisée (Ogeu, 64)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau de source Ogeu, embouteillée, faiblement minéralisée (Ogeu, 64)",False
eaux et autres boissons,eaux,-,"Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)",False
eaux et autres boissons,eaux,-,"Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B)",False
eaux et autres boissons,eaux,-,"Eau minérale Parot, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Parot, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)",False
eaux et autres boissons,eaux,-,"Eau minérale Plancoet, embouteillée, gazeuse ou non gazeuse, faiblement minéralisée (Plancoet, 22)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Plancoet, embouteillée, gazeuse ou non gazeuse, faiblement minéralisée (Plancoet, 22)",False
eaux et autres boissons,eaux,-,"Eau minérale Propiac, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,"Eau minérale Propiac, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)",False
eaux et autres boissons,eaux,-,"Eau minérale Puits St-Georges, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Puits St-Georges, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)",False
eaux et autres boissons,eaux,-,"Eau minérale Quézac, embouteillée, gazeuse, moyennement minéralisée (Quézac, 48)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Quézac, embouteillée, gazeuse, moyennement minéralisée (Quézac, 48)",False
eaux et autres boissons,eaux,-,"Eau minérale Reine des basaltes, embouteillée, gazeuse, moyennement minéralisée (Asperjoc, 07)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Reine des basaltes, embouteillée, gazeuse, moyennement minéralisée (Asperjoc, 07)",False
eaux et autres boissons,eaux,-,"Eau minérale Rozana, embouteillée, gazeuse, fortement minéralisée (Beauregard, 63)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,"Eau minérale Rozana, embouteillée, gazeuse, fortement minéralisée (Beauregard, 63)",False
eaux et autres boissons,eaux,-,"Eau minérale Sail-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Sail-les-Bains, 42)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Sail-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Sail-les-Bains, 42)",False
eaux et autres boissons,eaux,-,"Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34)",False
eaux et autres boissons,eaux,-,"Eau minérale St-Amand, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (St-Amand, 59)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale St-Amand, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (St-Amand, 59)",False
eaux et autres boissons,eaux,-,"Eau minérale St-Antonin, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale St-Antonin, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)",False
eaux et autres boissons,eaux,-,"Eau minérale St-Diéry, embouteillée, gazeuse, fortement minéralisée (St-Diéry, 63)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale St-Diéry, embouteillée, gazeuse, fortement minéralisée (St-Diéry, 63)",False
eaux et autres boissons,eaux,-,"Eau minérale Ste-Marguerite, embouteillée, gazeuse, moyennement minéralisée (St-Maurice, 63)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Ste-Marguerite, embouteillée, gazeuse, moyennement minéralisée (St-Maurice, 63)",False
eaux et autres boissons,eaux,-,"Eau minérale St-Yorre, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,"Eau minérale St-Yorre, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)",False
eaux et autres boissons,eaux,-,"Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74)",False
eaux et autres boissons,eaux,-,"Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07)",False
eaux et autres boissons,eaux,-,"Eau minérale Vernet, embouteillée, gazeuse, faiblement minéralisée (Prades, 07)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Vernet, embouteillée, gazeuse, faiblement minéralisée (Prades, 07)",False
eaux et autres boissons,eaux,-,"Eau minérale Vichy Célestins, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Vichy Célestins, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)",False
eaux et autres boissons,eaux,-,"Eau minérale Vittel, embouteillée, non gazeuse, moyennement minéralisée (Vittel, 88)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Vittel, embouteillée, non gazeuse, moyennement minéralisée (Vittel, 88)",False
eaux et autres boissons,eaux,-,"Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63)",False
eaux et autres boissons,eaux,-,"Eau minérale Volvic active, embouteillée, gazeuse, faiblement minéralisée (Volvic, 63)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Volvic active, embouteillée, gazeuse, faiblement minéralisée (Volvic, 63)",False
eaux et autres boissons,eaux,-,"Eau minérale Wattwiller, embouteillée, gazeuse ou non gazeuse, faiblement minéraliséee (Wattwiller, 68)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Wattwiller, embouteillée, gazeuse ou non gazeuse, faiblement minéraliséee (Wattwiller, 68)",False
eaux et autres boissons,eaux,-,"Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30)",False
eaux et autres boissons,eaux,-,"Eau minérale Badoit, embouteillée, gazeuse, moyennement minéralisée (St-Galmier, 42)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Badoit, embouteillée, gazeuse, moyennement minéralisée (St-Galmier, 42)",False
eaux et autres boissons,eaux,-,"Eau minérale Avra, embouteillée, non gazeuse, faiblement minéralisée (Grèce)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Avra, embouteillée, non gazeuse, faiblement minéralisée (Grèce)",False
eaux et autres boissons,eaux,-,"Eau minérale Beckerich, embouteillée, non gazeuse, faiblement minéralisée (Luxembourg)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Beckerich, embouteillée, non gazeuse, faiblement minéralisée (Luxembourg)",False
eaux et autres boissons,eaux,-,"Eau minérale Chaudfontaine, embouteillée, non gazeuse, faiblement minéralisée (Belgique)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Chaudfontaine, embouteillée, non gazeuse, faiblement minéralisée (Belgique)",False
eaux et autres boissons,eaux,-,"Eau minérale Christinen Brunnen, embouteillée, non gazeuse, moyennement minéralisée (Allemagne)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Christinen Brunnen, embouteillée, non gazeuse, moyennement minéralisée (Allemagne)",False
eaux et autres boissons,eaux,-,"Eau minérale Courmayeur, embouteillée, non gazeuse, fortement minéralisée (Italie)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Courmayeur, embouteillée, non gazeuse, fortement minéralisée (Italie)",False
eaux et autres boissons,eaux,-,"Eau minérale Levissima, embouteillée, non gazeuse, faiblement minéralisée (Italie)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Levissima, embouteillée, non gazeuse, faiblement minéralisée (Italie)",False
eaux et autres boissons,eaux,-,"Eau minérale Luso, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Luso, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)",False
eaux et autres boissons,eaux,-,"Eau minérale Néro, embouteillée, non gazeuse, faiblement minéralisée (Grèce)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Néro, embouteillée, non gazeuse, faiblement minéralisée (Grèce)",False
eaux et autres boissons,eaux,-,"Eau minérale Penacova, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Penacova, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)",False
eaux et autres boissons,eaux,-,"Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie)",False
eaux et autres boissons,eaux,-,"Eau minérale San Pellegrino, embouteillée, gazeuse, moyennement minéralisée (Italie)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale San Pellegrino, embouteillée, gazeuse, moyennement minéralisée (Italie)",False
eaux et autres boissons,eaux,-,"Eau minérale Spa-Reine, embouteillée, gazeuse ou non non gazeuse, moyennement minéralisée (Belgique)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Spa-Reine, embouteillée, gazeuse ou non non gazeuse, moyennement minéralisée (Belgique)",False
eaux et autres boissons,eaux,-,"Eau minérale Valvert, embouteillée, non gazeuse, faiblement minéralisée (Belgique)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Valvert, embouteillée, non gazeuse, faiblement minéralisée (Belgique)",False
eaux et autres boissons,eaux,-,"Eau minérale Appollinaris, embouteillée, non gazeuse, fortement minéralisée (Allemagne)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Appollinaris, embouteillée, non gazeuse, fortement minéralisée (Allemagne)",False
eaux et autres boissons,eaux,-,"Eau de source Cristaline, embouteillée, non gazeuse",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau de source Cristaline, embouteillée, non gazeuse",False
eaux et autres boissons,eaux,-,"Eau minérale Biovive, embouteillée, non gazeuse, faiblement minéralisée (Dax, 40)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Biovive, embouteillée, non gazeuse, faiblement minéralisée (Dax, 40)",False
eaux et autres boissons,eaux,-,"Eau minérale La Cairolle, embouteillée, non gazeuse, fortement minéralisée (Les Aires, 34)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale La Cairolle, embouteillée, non gazeuse, fortement minéralisée (Les Aires, 34)",False
eaux et autres boissons,eaux,-,"Eau minérale Cilaos, embouteillée, gazeuse, fortement minéralisée (Cilaos, 974)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Cilaos, embouteillée, gazeuse, fortement minéralisée (Cilaos, 974)",False
eaux et autres boissons,eaux,-,"Eau minérale La Française, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,"Eau minérale La Française, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)",False
eaux et autres boissons,eaux,-,"Eau minérale Montcalm, embouteillée, non gazeuse, très faiblement minéralisée (Auzat, 09)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Montcalm, embouteillée, non gazeuse, très faiblement minéralisée (Auzat, 09)",False
eaux et autres boissons,eaux,-,"Eau minérale Montclar, embouteillée, non gazeuse, faiblement minéralisée (Montclar, 04)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Montclar, embouteillée, non gazeuse, faiblement minéralisée (Montclar, 04)",False
eaux et autres boissons,eaux,-,"Eau minérale Nessel, embouteillée, gazeuse, moyennement minéralisée (Soultzmatt, 68)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Nessel, embouteillée, gazeuse, moyennement minéralisée (Soultzmatt, 68)",False
eaux et autres boissons,eaux,-,"Eau minérale Ogeu, embouteillée, gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Ogeu, embouteillée, gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)",False
eaux et autres boissons,eaux,-,"Eau minérale Ogeu, embouteillée, non gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Ogeu, embouteillée, non gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)",False
eaux et autres boissons,eaux,-,"Eau minérale Prince Noir, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Prince Noir, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)",False
eaux et autres boissons,eaux,-,"Eau minérale St-Alban, embouteillée, gazeuse, moyennement minéralisée (St-Alban, 42)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale St-Alban, embouteillée, gazeuse, moyennement minéralisée (St-Alban, 42)",False
eaux et autres boissons,eaux,-,"Eau minérale St-Géron, embouteillée, gazeuse, moyennement minéralisée (St-Géron, 43)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale St-Géron, embouteillée, gazeuse, moyennement minéralisée (St-Géron, 43)",False
eaux et autres boissons,eaux,-,"Eau minérale St-Michel-de-Mourcairol, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale St-Michel-de-Mourcairol, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)",False
eaux et autres boissons,eaux,-,"Eau minérale Treignac, embouteillée, non gazeuse, très faiblement minéralisée (Treignac, 19)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Treignac, embouteillée, non gazeuse, très faiblement minéralisée (Treignac, 19)",False
eaux et autres boissons,eaux,-,"Eau minérale Vals, embouteillée, gazeuse, moyennement minéralisée (Vals-les-Bains, 07)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Vals, embouteillée, gazeuse, moyennement minéralisée (Vals-les-Bains, 07)",False
eaux et autres boissons,eaux,-,"Eau minérale Vauban, embouteillée, non gazeuse, moyennement minéralisée (St-Amand-les-Eaux, 59)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Vauban, embouteillée, non gazeuse, moyennement minéralisée (St-Amand-les-Eaux, 59)",False
eaux et autres boissons,eaux,-,"Eau minérale Carola, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (Ribeauville, 68)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Carola, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (Ribeauville, 68)",False
eaux et autres boissons,eaux,-,"Eau minérale Mont-Blanc, embouteillée, non gazeuse, faiblement minéralisée (Italie)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Mont-Blanc, embouteillée, non gazeuse, faiblement minéralisée (Italie)",False
eaux et autres boissons,eaux,-,"Eau minérale Eden (La Goa), embouteillée, non gazeuse, faiblement minéralisée (Suisse)",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Eau minérale Eden (La Goa), embouteillée, non gazeuse, faiblement minéralisée (Suisse)",False
eaux et autres boissons,boissons sans alcool,jus,"Jus d'ananas, à base de concentré",52,0.4,11.9,11.9,0.1,0.0,0.2,0.0,"Jus d'ananas, à base de concentré",False
eaux et autres boissons,boissons sans alcool,jus,"Jus multifruit, pur jus, multivitaminé",48,0.5,11.3,11.0,0.1,0.0,0.2,0.0,"Jus multifruit, pur jus, multivitaminé",False
eaux et autres boissons,boissons sans alcool,jus,Jus de fruits (aliment moyen),47,0.5,9.6,9.2,0.1,0.0,0.3,0.0,Jus de fruits (aliment moyen),False
eaux et autres boissons,boissons sans alcool,jus,"Jus de carotte, pur jus",28,0.4,6.6,6.0,0.1,0.0,0.3,0.1,"Jus de carotte, pur jus",False
eaux et autres boissons,boissons sans alcool,jus,"Jus de citron, maison",13,0.5,2.4,2.1,0.2,0.0,0.3,0.0,"Jus de citron, maison",False
eaux et autres boissons,boissons sans alcool,jus,"Jus d'orange, à base de concentré",45,0.6,9.6,9.6,0.1,0.0,0.2,0.0,"Jus d'orange, à base de concentré",False
eaux et autres boissons,boissons sans alcool,jus,"Jus d'orange, maison",42,0.7,9.4,8.4,0.2,0.0,0.2,0.0,"Jus d'orange, maison",False
eaux et autres boissons,boissons sans alcool,jus,"Jus de pomme, à base de concentré",48,0.2,11.3,10.8,0.1,0.0,0.3,0.0,"Jus de pomme, à base de concentré",False
eaux et autres boissons,boissons sans alcool,jus,"Jus de pamplemousse (pomélo), à base de concentré",40,0.5,8.4,8.4,0.1,0.1,0.2,0.0,"Jus de pamplemousse (pomélo), à base de concentré",False
eaux et autres boissons,boissons sans alcool,jus,"Jus de raisin, pur jus",69,0.2,16.3,16.0,0.1,0.0,0.1,0.0,"Jus de raisin, pur jus",False
eaux et autres boissons,boissons sans alcool,jus,"Jus de grenade, pur jus",55,0.2,13.0,12.7,0.3,0.1,0.1,0.0,"Jus de grenade, pur jus",False
eaux et autres boissons,boissons sans alcool,jus,Jus de pruneau,76,0.4,18.7,13.5,0.0,0.0,0.4,0.0,Jus de pruneau,False
eaux et autres boissons,boissons sans alcool,jus,"Jus de raisin, à base de concentré",68,0.3,16.0,16.0,0.1,0.1,0.2,0.0,"Jus de raisin, à base de concentré",False
eaux et autres boissons,boissons sans alcool,jus,"Jus de mangue, frais",38,0.2,9.5,9.3,0.0,0.0,0.0,0.0,"Jus de mangue, frais",False
eaux et autres boissons,boissons sans alcool,jus,"Jus de fruit de la passion ou maracudja, frais",61,0.7,14.3,14.3,0.2,0.0,0.2,0.0,"Jus de fruit de la passion ou maracudja, frais",False
